sentiment,tweet,Processed Text
0,aku baru buatekali,baru buatekali
-1,orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap ,sabah jangan kasitau pulau mana selamat biar dorang nak culik betul betul abu sayap
-1,yang paling aku benci adalah orang yang ingin mengambil hak kebebasanku kaito kid,paling benci ingin ambil hak bebas kaito kid
1,siap sayang semuanya buat kamu ,siap sayang semua buat
-1,chanu mulu siapa kamu sih dia molor aja gih aku mau ngebacot cantik,chanu melulu siapa sih molor gih mau ngebacot cantik
-1,gamau kalo selama nya aku yg cape ehh icung udh jadi kan ini kan ,enggak mau kalau lama nya capek eh icung jadi kan kan
-1,guys karena aku pusing banget gak dapet tiket fansign gabisa nonton ic jkt dan kepikiran sebong terus menerus sampe sedih te ,temanteman pusing banget enggak tiket fansign enggak tonton ic jakarta pikir bong terus terus sedih te
0,lirik lagu kunto aji topikemalam lirik lagu kunto aji topikemalam lirik topikemalam kunto aji kunto aji ,lirik lagu kunto aji topikemalam lirik lagu kunto aji topikemalam lirik topikemalam kunto aji kunto aji
1,tak sabarnya tunggu bulan 10 kumpul duit pi travel thn depan kakak aku ajak prgi perak aku kalau boleh nk pergi melak ,sabar tunggu bulan kumpul duit travel tahun depan kakak ajak prgi perak kalau nk pergi lak
1,hahahaha aku tergelak weh,hahahaha gelak weh
-1,aku tak berharap dpt titik dua bintang hug darimu tp aku berharap dapat satu titik dimana hanya ada aku di hatimuteffy ai,harap titik bintang hug dari harap satu titik hanya hatimuteffy ai
-1,itu kapel kamu kok jelek ya wkwk,kapel kok jelek iya wkwk
1,noey aku cuma mau bilang i love u noeey chibi,noey cuma mau bilang i love noeey chibi
0,nder kamu beli apa aja aku bingung mau beli apa wkwk,nder beli apa bingung mau beli apa wkwk
-1,takde gf pun takpe imaginary gf pun also can lepastu lama lama aku jadi gila sekian,takde gf takpe imaginary gf also lepastu lama lama jadi gila sekian
1,nice nice aku anak kicil nich ,nice nice anak kicil nih
0,butoh bila masa ntah aku visit ,butoh bila masa entah visit
0,assalamualaikum pada hari ni aku sendiri akan ajar korang bagaimana cara membersihkan fileampah di laptop dan komputer t ,assalamualaikum hari sendiri ajar korang bagaimana cara bersih fileampah laptop komputer t
-1,sebelum kamu menyeksa kucing ingatlah ia adalah haiwan kesayangan nabi muhammad a w ,menyeksa kucing ingat adalah haiwan sayang nabi muhammad a gue
-1,hmm hmm kamu iri ya karna ga ada yg ngechat ga ada yg bisa di ceritain hmm ,hmm hmm iri iya enggak yang ngechat enggak yang di ceritain hmm
1,hahahah becilaaa mu tahu dok tkdok orang pun ganti akuian dia buat sdiri ,hahahah becilaaa mu tahu dok tkdok ganti akuian buat sdiri
0,win betul caption ,win betul caption
0,aku pas itu 2 5gb sehari aja kadang kurang hm,pas gb hari kadang kurang hm
0,salam siapa sini ada kenal orang boleh tengok hantu ac bilik tadi time orang service ac dia okay je bila orang t ,salam siapa sini kenal jenguk hantu ac bilik tadi time service ac okay je bila t
0,omg makin berisik ada lah aku diam sitok ,omg makin berisik lah diam sitok
0,sebab tu lah kalau ibu masak aku akan jamah jugak sikit ,itu lah kalau ibu masak jamah sikit
1,terima atas kesetian selama iniusah senang bersama dulu ko nak pergi pd ko tinggal akuekarang ko nak konvo ,terima atas seti lama iniusah senang sama dulu kok nak pergi kok tinggal akuekarang kok nak konvo
1,bismillah semoga aku beruntung blm punya album ini ,bismillah moga untung punya album
0,aku lagi belajar banget tentang manajemen sabar sama buruk sangka dan yang aku rasain semesta ngedukung banget de ,ajar banget manajemen sabar sama buruk sangka yang rasai semesta dukung banget adik
0,aku rasa dia ni spesies aku gak bila nak tgok status ws duk private bluetick dulu baru tgok status org haha ike ike,rasa ini spesies enggak bila nak tgok status ws duk private bluetick dulu baru tgok status tertawa ike ike
1,aku suka bila org yg aku syg selalu cari aku letakkan aku sbg priority diauka duka susah senang dia cari aku dia tak p ,suka bila sayang selalu cari letak priority diauka duka susah senang cari tidak p
1,sebenarnya aku tak percaya dengan kesempurnaan karena itulah kita terlahir untuk mempelajari sesuatu dan membandingkan diri kita dengan y,benar percaya sempurna itu lahir ajar dan banding diri dengan
-1,ternyata disini kamu mengakui kalau kamu goblok yaa fantastik kejujuran yg patut di apresiasi ,nyata sini aku kalau bodoh fantastik jujur patut apresiasi
0,kalo aku ga kenal berarti aku belum tua ya kan,kalau enggak kenal arti tua iya kan
1,nanti aku liat deh wkwkwk,lihat deh wkwkwk
1,ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari f ,iya allah lindung mu siksa kubur siksa neraka jahannam fitnah hidup mati dari f
1,aku mohon jangan baik sangat hati ini mudah jatuh pada manusia yang suka mengambil berat ,mohon jangan baik sangat hati mudah jatuh manusia suka ambil berat
0,aku surabaya km mana ,surabaya mana
1,pantai indonesia gak kalah indah sama pantai luar negeri lho booklovers cocok buat berlibur dan bersantai saat ,pantai indonesia enggak kalah indah sama pantai luar negeri lho booklovers cocok buat libur santa
1,kalau dm aku mau kakk,kalau dm mau kak
1,kesetiaan sejati bisa berbicara apa yg kamu anggap benar dan apa yg kamu anggap salah jowy blightuikoden ,setia sejati bicara apa anggap benar apa anggap salah jowy blightuikoden
0,kok aku speechless ,kok speechless
1,aku ingin merasakan cinta tapi bukan dari orang lain yg ku ingin kan hanya dari kamu ,rasa cinta bukan yang ku kan dari
1,eh aku tak segan nak mintak aku mintak je lantak pi lah selalu aku sindir cara halus hahahaha,eh segan nak mintak mintak je lantak lah selalu sindir cara halus hahahaha
-1,kelak bukan aku yang akan kamu rindukan tapi hatiku rumah ternyaman yang pernah dihuni oleh cintamu ,kelak bukan akan rindu hati rumah nyaman pernah huni cinta
0,bapak kalo mau kreditnya cair besok kudu tanda tangan hari ini pak wah saya lagi sibuk di lampung kamu aja ya ,bapak kalau mau kredit cair besok tanda tangan hari pak wah lagi sibuk lampung iya
-1,iya gara aku bacot keknya ,iya gara banyak bicara kayak
-1,5 39 78 aero 39 74 8hp kamu boong ',aero hp bohong
0,makin besar ko masih buat centu aku pancung ko dik,makin besar kok buat centu pancung kok dik
0,haa tu belum aku bertunang lagi man,haa belum tunang man
1,bagus blok aku ni kejut pegi solat jumaat aku dah terkangkang dah tidoq penat kelas tadi jalan kaki siaa kena tinggal bas emmm,bagus blok kejut pegi solat jumaat deh kangkang deh tidoq penat kelas tadi jalan kaki siaa kena tinggal bas emmm
-1,aku belom dapet huhu,dapat huhu
1,anak jiran aku umur 3 tahun bagitau 'bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung' hahahahahaahahaha ,anak jiran umur tahun bagitau bf kok gay kak ikut deh taknak pegang tetek kok laangsung hahahahahaahahaha
0,nantikan spin off tentang aku danumiyati pasangan yang selalu tak tahu nak makan apa so kita kena one two jus ,nanti spin off danumiyati pasang selalu tahu nak makan apa sok kena one two jus
0,ketika berkunjung ke waitomo kamu akan melihat hamparan perbukitan hijau tapi tahukah kamu kalau di bawah tanahny ,kunjung waitomo lihat hampar bukit hijau tahu kalau bawah tanahny
0,nah koleksi wallpaperuperman yang aku ada kalau ada yg nak tambah meh ler tambah ,nah koleksi wallpaperuperman kalau yang nak tambah meh ler tambah
0,broimak video ini ribka tjiptaning penulis buku aku bangga jadi anak pki dia setuju pki harus tetap ada yang pasti d ,broimak video ribka tjiptaning tulis buku bangga jadi anak pki tuju pki tetap yang di
-1,aku ora bakal mbatesi koe ameh ngene ngono mergo yen koe cinta aku koe mudeng pie carane njogo atiku ben ora cemburu utowo ,ora bakal mbatesi koe ameh ngene ngono mergo yen koe cinta koe mudeng pie carane njogo ati ben ora cemburu utowo
0,so aku pergi klinik sebab muntah tengok carta organisasi dia buatkan aku nak tergelak apa ni wei ,sok pergi klinik muntah jenguk carta organisasi buat nak gelak apa wei
1,aku bahagia,bahagia
1,kan aku pi padang brown pakcik ayaq teruih tanya mak mana mak sihat ka hahahahahaa ,kan padang brown pakcik ayaq uih tanya ibu mana ibu sehat kakak hahahahahaa
0,trans7 tidak mau melewatkan kisahklasiktrans7 sheilaon7 tapi masih dijalan nanti malam ikuti livetreaming k ,trans mau lewat kisahklasiktrans sheilaon masih jalan malam ikut livetreaming
0,i make my own formula untuk ingat subject killer membaca orang kata pelik eh suka hati aku la ,i pakai my own formula ingat subject killer baca kata pelik eh suka hati lah
-1,aku gabisa ngebacot ,enggak ngebacot
0,bila ni weh aku tak deliver lg frame kau ni haha,bila weh deliver frame tertawa
-1,when bestfriend say kau kahwin dengan aku je lah erkkk krik2 kita kawan je lah,when bestfriend sayang kahwin je lah erkkk krik kawan je lah
0,1 kauseling letter dh diterima aku kna pergi sblom dpt letter strusnya ,seling letter dah terima kna pergi sblom letter strusnya
-1,bodola emma tak jadi aku nak murung harini ,bodola emma jadi nak murung harini
1,cinta aku ke kamu ilham ,cinta ilham
0,istirahat sebentar capek dance 5 jam belum lagi nanti sore harus ketemu klien ,istirahat sebentar capek dance jam lagi sore ketemu klien
0,dia kate takboleh dik kena print jugako aku katelah okay akak tggu jap saya potong barisan pergi print pastu,kata takboleh dik kena print jugako kate okay akak tunggu jap potong baris pergi print pastu
-1,me aku malas nak jaga hati orang also me hmm tak sampai hati pulak ,me malas nak jaga hati also me hmm sampai hati
-1,aku fakap betul kalau nak pergi makan ramai2 nak happy2 tetibe ada yang badmood woiiii nak makan je woiii ,fakap betul kalau nak pergi makan ramai nak happy tetibe yang badmood woiiii nak makan je woiii
-1,kamulah satu satunya yang ternyata stalking aku maafkanlah aku selama ini yang sedikit melupakanmu ,kamu satu satu nyata stalking maaf lama yang sedikit lupa
0,hmm 10 jam aja aku mah nenek gue pun tau maksud twit dia dia orang,hmm jam mah nenek pun tahu maksud twit
-1,dosaaa aku kutuk nih ka jeno nya,dosaaa kutuk kakak jeno nya
1,makin besar makin banyak benda yang aku belajar ,makin besar makin banyak benda ajar
-1,ko lek jap aku nak block,kok lek jap nak block
-1,itu foto bayinya asli anaknya nder kok ngga di sensor wajahnya kasian loh masih bayi belum ngerti dosa tp udah ,foto bayi asli anak nder kok di sensor wajah kasihan loh bayi erti dosa sudah
1,kita butuh bicara dengan hati yang damai namun sayang rasa rasanya cinta ini terlalu besar untuk bisa dibungkam ketika m ,butuh bicara hati damai sayang rasa rasa cinta terlalu besar bisa bungkam sama
1,weh apadia mimpi aku ngandung hahahahahah,weh apadia mimpi ngandung hahahahahah
0,giveaway diadakan dlm rangka bday guanlin mau tambah tmn monbebe amp nctzen ,giveaway ada rangka bday guanlin mau tambah teman monbebe amp nctzen
0,kau reti sabar takkkk aku ipx pon tak tukar lagi,ret sabar takkkk ipx pon tukar
1,perangai classmate aku dah mcm perangai abg2 aku hahaha oh why,perangai classmate deh macam perangai abg hahaha why
1,dikasih asupan cinta tiada henti aku jadi kenyang tidak perlu melirik grup lain ,kasih asupan cinta tiada henti jadi kenyang perlu lirik grup
0,aku pun,
1,hahaha i can t sepanjang aku kerja tak pernah lagi dapat intubated patient yg boleh cakap and active macam ni again dram ,hahaha i t panjang kerja pernah dapat intubated patient boleh cakap and active macam again dram
0,jangan khawatir kamu tinggal beli concealer atau foundation masalah terselesaikan ,jangan khawatir tinggal beli concealer foundation masalah selesai
1,selamat istirahat aku sayang diriku ,selamat istirahat sayang diri
1,idm army aku gabut ayo mutualan sama aku aja ya autofollback tapi hehe ,idm army gabut ayo mutualan sama iya autofollback he
1,hahahahahahahaampai tudung aku dh nk tercabut dgnpec jatuh ,hahahahahahahaampai tudung dah nk cabut dgnpec jatuh
0,weh sumpah aku tkleh move on dengar suara housemate aku ,weh sumpah tkleh move on dengar suara housemate
0,aku cam kesian betul kat sapa yg angkat iphone x last time kena tibai balik refresh baru tahun ni,cam kasihan betul kat sapa angkat iphone kali last time kena tiba balik refresh baru tahun
-1,hi iblis aku ada ter rapat dengan seorang janda anak satu masih baby isu dia ex husband dia kawan baik aku kami be ,hai iblis ter rapat orang janda anak satu baby isu mantan husband kawan baik be
0,pengen ganchar jadi yoo in na eh tapi fanbase nya cuma sedikit doang aku juga belum ketemu akun artis rl nya ,pengin ganchar jadi ini nya eh fanbase nya cuma sedikit doang belum ketemu akun artis rl nya
-1,terlalu mudah kesiankan orang padahal orang langsung tak kesiankan aku kesian,terlalu mudah sian padahal langsung sian kasihan
0,mb aku repost di igs boleh ,mbak repost igs
-1,makin loner aku bila tengok benda ni ,makin loner bila jenguk benda
-1,aku confuse dgn penjual kt malaysia ni macam asik tunjuk kekayaan je nak jual ke nak show off tunjuk kekayaan then ,confuse jual malaysia macam asik tunjuk kaya je nak jual nak show off tunjuk kaya then
0,port dickson ni nostalgia aku kena tgkap basah duluungguh syhdu ,port dickson nostalgia kena tgkap basah duluungguh syhdu
1,teens fannie aku rela ikut lomba lari keliling dunia asalkan kamu yang jadi garis finish nya,teens fannie rela ikut lomba lari keliling dunia asal jadi garis finish nya
1,mazmur 3 3 3 4 tetapi engkau tuhan adalah perisai yang melindungi aku engkaulah kemuliaanku dan yang mengangkat kepalaku ,mazmur engkau tuhan perisai lindung engkau mulia yang angkat kepala
0,teringat time f4 aku pecut gile nk lumbe ngan ariffa,ingat time f pecut gila nk lumbe ngan ariffa
-1,aku bukan gay,bukan gay
-1,sumpah tak suka bila rasa diri jadi second choice kan best kalau ada orang yang memang tunggu aku dah lama and still ,sumpah suka bila rasa diri jadi second choice kan best kalau memang tunggu deh lama and
0,ehan chan punya youtube channel lengkap ada engsubnya tonton deh aku senang menjerumuskan kawanku,ehan chan punya youtube channel lengkap engsubnya tonton deh senang jerumus kawan
1,kita hidup di negara yang jauh dari sempurna tapi selama aku bernyawa akan kujaga indonesiaelamat menikmati ceri ,hidup negara jauh sempurna lama nyawa jaga indonesiaelamat nikmat ceri
0,pernah pas masih ngajar privat gt adek kakak muridnya adek aku weekend ini mau ke spore miss pernah ke s ,pernah pas ajar privat adek kakak murid adek weekend mau spore miss pernah si
0,to those girls yg suka gatal with matair org this is for you ,those girls suka gatal with matair this is for you
0,5 huahaha aku lebih tua,huahaha lebih tua
0,sv eksaited dgn tajuk fyp aku risau giler ni nak proceed dgn tajuk tu ,sv eksaited tajuk fyp risau giler nak proceed tajuk
1,aku juga ikutan ahh guys bantu aku untuk menabung pls karna wangku untuk tiket lytour kepake hal urgent jdinya ku har ,ikut ah temanteman bantu tabung pls wang tiket lytour kepake urgent jdinya ku har
-1,aku yang bodoh ke lawak ni yang bodoh heheh,bodoh lawak yang bodoh heheh
-1,logik yg diorang nk cakap is yang pung pang pung pang membela nasib kucing dobi tu takde pulak mengutip kucing jalanan y ,logik orang nk cakap is pung pang pung pang bela nasib kucing dobi takde kutip kucing jalan
1,walaupun diri ini dah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya ,walaupun diri deh hancur percaya cuba untuk bahagia keliling putus asa sahaja iya
0,aku dan teman temanku sesama anak durhaka foto bersama ,teman teman sama anak durhaka foto sama
0,lirik lagu devano danendra ini aku lyrics download mp3 mp4 songs kpop free music ,lirik lagu devano danendra lyrics download mp mp songs kpop free music
0,hadeh keburu aku jadian sama hyungwon ,hadeh lanjur jadi sama hyungwon
0,hai carats buat kalian yang kemarin ngga bisa dateng di acara mini gathering ultah jun dan hoshi aku bakalan bagiin good ,hai carats buat kalian kemarin bisa datang acara mini gathering ultah jun hoshi bagi good
-1,agak kesel karena makam disekitar sarean bapak udah penuuuh banget bener2 penuh dan ga teratur ditumpuk2 gitu de ,kesel makam sekitar sarean bapak penuuuh banget benarbenar penuh enggak atur tumpuk adik
0,hey ternyata aku akan bekerja ,hai nyata kerja
1,tips untuk membuat perempuan bahagia kalau dia chat kamu jam 13 00 usahakan balas chat dia jam 12 59 ,tips buat perempuan bahagia kalau chat jam usaha balas chat jam
-1,inilah kenapa aku sorry tidak suka laki jaman sekarang kebanyakan dari mereka itu suka semena dan kasar i ,ini maaf suka laki jaman sekarang banyak suka semena kasar i
-1,aku memang tak berapa nak cekap main tarik tali ni masa bercinta sedangkan pintu yang tulis tarik pun aku tolak a ,memang berapa nak cekap main tarik tali masa cinta pintu tulis tarik tolak a
1,aku juga lagi nyari,lagi cari
0,boleh mintak dilan satu bila dengar dilan sebut semua ni kan kau takkan rasa geli tau konon mcm nak kata dia jiwang and ,mintak dil satu bila dengar dil sebut semua kan tak rasa geli tahu konon macam nak kata jiwang and
-1,temen gue yg lagi di padang nge dm jun kangen aku gak terus aku jawab enggak abis itu dia gak ada bales lagi respon gw dingin ya ,teman yang di padang nge dm jun kangen enggak terus jawab habis enggak balas respon dingin iya
-1,tapi berarti udah punya anak ya hmm lalu apa gunanya untuk aku,arti punya anak iya hmm lalu apa guna
-1,bahagiaku kamu bahagiamu aku kenapa malah selalu ada celah untuk dia ,bahagia bahagia bahkan selalu celah
0,ini kamu dom mana ,dom mana
-1,mungkin aku tersilap fikir selama ini ,mungkin silap fikir lama
0,jaman saiki cah lanang seneng ro cah wedok tapi ra wani mbribik ra wani ngomong mbasan ditakoni alesane njawabe la ,jaman saiki cah lanang senang ro cah wedok ra wani mbribik ra wani bicara mbasan ditakoni alesane njawabe lah
0,aku juga semuanya apalagi la nya ,semua lah nya
-1,sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt ,dara buat pergi kenduri kahwin lepas ramai sangat lepas risau dapat tempat duduk htt
0,booking tarikh awal2 pastu bila tak jadi bagitau la awal2 ni senyap je kalau aku tak tanya dia pon tak ckp kot zzz,booking tarikh awalawal pastu bila jadi bagitau lah awalawal senyap je kalau tanya pon cakep kot zzz
-1,dimusnahkan secara halus aja anggap aja dia ga ada kalo udh tau gitu sih aku jadi males ngejb ,musnah halus anggap enggak kalau tahu sih jadi malas ngejb
0,saran untuk 2018 dan pap terbaik mu udah deket 2019 aja nih sorry baru answerrr jangan kecewa kalo cita2 or hara ,saran dan pap baik mu dekat ini maaf baru answerrr jangan kecewa kalau citacita hara
-1,aku pun tak faham dengan diri aku ,tidak faham diri
0,mataku tajem imo boleh boleh aku abisnya gak pernah diajak pergi lagi,mata tajem imo boleh abis enggak pernah ajak pergi
1,tuhan yang tercinta anugerahilah aku dengan sebuah ide bisnis yang akan meledakkan peranku bagi kebaikan sesama aamiin,tuhan cinta anugerah buah ide bisnis akan ledak peran baik sama amin
-1,aww aku terinfeksi ayo maju loe kita gelut,aww infeksi ayo maju gelut
0,ok baru aku taw ramai yang fikir bila main boling ada orang yang akan susun pin dekat belakang ponek weiio ini how an ,baru tahu ramai fikir bila main boling akan susun pin dekat belakang ponek weiio how an
-1,vote mwave music chart h 5 mass voting voting serentak 1x vote per akun per hari ,vote mwave music chart h mass voting voting serentak x vote per akun per hari
0,gak soalnya aku bisa 5gb sehari haha,enggak soal gb hari tertawa
-1,yah telat ya aku udh gblh ikutan dong ,lambat iya gblh ikut dong
1,kamu sukanya cowo lain,suka cowok
0,iyaa mak kalo perlu semua kembangku buat kamu haha nanti pas aku nikah kamunya nggak ,iya ibu kalau perlu semua kembang buat tertawa pas nikah kamu
1,aku masih ada juga wkwkwkw,ada wkwkwkw
1,semoga kk panjang umur sehat selalu jodoh sama hyunjin bisa nonton straykids bisa ikut fansign po ,moga kakak panjang umur sehat selalu jodoh sama hyunjin tonton straykids ikut fansign po
1,untung kamu strong ya pukpuk diri sendiri ,untung strong iya pukpuk diri sendiri
0,tak ada aku cuma share aja,ada cuma share
1,gua dinyanyiin raisa lagunya mantan terindah ya allah aku terharu ,nyanyi raisa lagu mantan indah iya allah haru
0,pernah jadi guru tamu did elite diby barat nunjukin foto jl uripumoharjo me ada yang ,pernah jadi guru tamu did elite diby barat nunjukin foto jl uripumoharjo me yang
-1,jujur sedih banget h 2 terakhir di bandung tp ayam geprek fav aku malah pindah tempat dan jadinya gabisa dipesen le ,jujur sedih banget h akhir bandung ayam geprek favorit bahkan pindah tempat jadi enggak sen
-1,enggan melepas hati yang satu tetapi menggoda hati yang lain kamu ini kemaruk jadi manusia ,enggan lepas hati satu goda hati lain kemaruk jadi manusia
-1,apa benda bodoh women yang kena blame pulak ni benak tak da kaitan lah bodo ada ke org blame pompuan bunuh binatang ,apa benda bodoh women kena blame ini benak dah kait lah bodo ke blame pompuan bunuh binatang
1,masyaallah sistur sedapnya suara dia ,masyaallah sistur sedap suara
1,wakakaka gapapa aku dukung,wakakaka gapapa dukung
0,aku ngasih kulit ayam goreng yang blm aku makan sama sekali ke kekasih dan kekasih juga gak pelit2 untuk ginian sih lt 3,beri kulit ayam goreng belum makan sama sekali kasih kasih enggak pelit begini sih lantai
0,koen sing cedhek cook tulungono aku antemi 5set wolak walik ngarep mburi ngisor nduwur wong siji iku ,koen sing cedhek cook tulungono antem set wolak balik harap mburi ngisor nduwur wong siji iku
1,aku lebih suka berimajinasi ,lebih suka imajinasi
1,dibalik semua kebosanan dan ketidaknyamanan dalam hidup mu inget masih ada aku di aceh tetep bersukur ya ,balik semua bosan ketidaknyamanan hidup mu ingat ada aceh tetap bersukur iya
1,aku ingin selalu berpikiran positif meskipun pada kenyataannya aku keliru dan akhirnya aku harus menyembuhkan luka ,selalu pikir positif meski nyata keliru akhir sembuh luka
0,nih aku sdg di abuella ,sedang abuella
1,kalau akhlak mereka lebih baik kenapa engga kalau mereka lebih bisa menghargai melindungi dan ,kalau akhlak lebih baik enggak kalau lebih harga lindung
-1,percuma mas lak aku seng wara ,percuma mas lak seng wara
-1,si ay ini juga pernah bkin lirik yg ngerendahin perempuan dan merujuk ke s x aku sendiri gak paham apa hbgnnya s ,sih sayang juga pernah bikin lirik rendah perempuan rujuk si kali sendiri enggak paham apa hbgnnya si
-1,sebab itu sampai sekarang aku tak tengok video yang diaorang seksa kucing ni baca benda ni pun boleh buat aku menangis ,itu sekarang jenguk video diaorang seksa kucing baca benda pun buat menang
0,sudah sudahlah korang kenang benda yang belum pasti dah 4 tahun berlalu video ni viral tapi kenangan aku dengan hang ,sudah korang kenang benda belum deh tahun lalu video viral kenang hang
0,ikut kau lah nak kawan dengan aku kawan teruskan aku okay je aku tak suka berdendam tapi jangan lah sampai ak ,ikut lah nak kawan kawan terus okay je suka dendam jangan lah saya
1,jangan batasi dirimu dengan kata 'menyerah' kegagalan hanya sementara percaya diri terus berusaha dan katakan 'aku bisa ' ,jangan batas diri kata serah gagal sementara percaya diri terus usaha kata
0,ni aku lari baring dh ,lari baring dah
0,terus aku ghaser nak muntah ,terus ghaser nak muntah
0,emang bocah nih jiwa aku ,memang bocah jiwa
-1,ok aku gamau dateng ya ke nikahannya ,enggak mau datang iya nikah
0,jap aku hantar location,jap hantar location
1,ihiy aku juga mau minta donkk ,ihiy mau minta dong
-1,hancur habis hati aku,hancur habis hati
-1,mbok kalau mau ngutip pilm itu yg sedikit nasionalis kek misalnya kamu tuh kalau lagi kebingungan lebih nyenengin ya ,mbok kalau mau ngutip film yang sedikit nasionalis misal tuh kalau bingung lebih senang iya
0,pingin banget aku folback ya ,pengin banget folback iya
0,bosqu 1 jam yang lalu warnanya pink aja biar pas ke contentudah melalui proses editing hampir 99 rampung ,bosqu jam lalu warna pink biar pas contentudah lalu proses editing hampir rampung
1,aku tak pernah memiliki kebijakan aku hanya melakukan yang terbaik setiap kali dan setiap hari quranhour,pernah milik bijak laku baik kali tiap hari quranhour
0,askmf yang suka jb2 yuk followan aku butuh temen ngobrol ga cuman butuh followers rt aja yaaa,askmf suka jb yuk followan butuh teman obrol enggak cuman butuh followers rt ya
1,save skit utk aku hahahaha ,save sakit hahahaha
1,allahu trimas la sebab caring tapi jangan la buat aku ni macam tak sedar diri aku sedar tahap aku dekat mana usaha aku ,allahu trimas lah caring jangan lah buat macam dar diri dar tahap dekat mana usaha
0,nanti aku cengkung kau sabarje,cengkung sabarje
1,nah aku juga kepikiran gitu pengen bgt punya totoro duluan hahaha tp pengen juga punya temples sesegera mungkin hahaha,nah pikir pengin banget punya totoro duluan hahaha pengin punya temples segera mungkin hahaha
-1,si kamvret kayak ga niat jualan yakali exp bahan makanan 10thn langsung aku blockir seller macem gini ,sih kamvret kayak enggak niat jual yakali exp bahan makan thn langsung blockir seller macam begini
1,kau tak perlu berubah aku mencintai baik dan burukmu laku masa lalumuegala kekurangan yg tak kau banggakan jg segal ,perlu ubah cinta baik buruk laku masa lalumuegala kurang tidak bangga segal
1,7ocial pr aku rasa benda ni paling penting kalau lah kau tak berjaya dalam akedemik sekalipun kau perlu power benda ni ,ocial pr rasa benda paling penting kalau lah jaya akedemik sekalipun perlu power benda
0,aku sedang nyenyak2nya btw nonton apa boleh dong buat referensi ,sedang nyenyak ngomongngomong tonton apa dong buat referensi
0,mention jasmev yg pernaherang kamu dengan kata2 kasar jenderal08 presiden2014com,mention jasmev pernaherang katakata kasar jenderal presidencom
1,perempuan dinikahi kerana 4 perkara pilihlah kerana agamanya nescaya kamu bahagia ,perempuan nikah rana perkara pilih rana agama nescaya bahagia
-1,pengen marah tapi gak boleh gini gini disini aku penanggungjawab soal dokumen nah kalau ada apa apa ya mbok ce ,pengin marah enggak begini begini sini penanggungjawab soal dokumen nah kalau apa apa iya mbok cewek
1,cik din panggil mai kerja cashier mydin balik hahaha bagi gaji basic 2k baru aku pi ,cik din panggil mau kerja cashier mydin balik hahaha gaji basic k baru
1,yaaaaayyy,yaaaaayyy
1,ayo jadi mamaku biar aku banyak punya mama 3,ayo jadi mama biar banyak punya mama
-1,mandi saja aku malas apalagi suruh ngejar ngejar kamu mas ,mandi malas suruh ngejar ngejar mas
0,nctea selama ini aku cuma tau fotonya jisung aja yg disini dan sekarang udah tau video nya mission complete https ,nctea lama cuma tahu foto jisung yang sini sekarang tahu video nya mission complete
1,aku selalu berusaha untuk ada disaat kamu membutuhkan begitulah diriku yang sebenarnya yang ingin melihatmu selalu bahagia ,selalu usaha ada saat butuh begitu diri benar ingin lihat selalu bahagia
-1,bukan nak marah nak hamun tetibe tak tentu pasal mende takde kaitan dengan diri sendiri kene tuduh macam ii mulut ,bukan nak marah nak hamun tetibe tentu pasal mende takde kait diri sendiri kene tuduh macam ii mulut
0,tadi masa bagi makan kt itik aku sajalah tanya dlm loghat nismilan woi itik ekau kuek makan eh kuek kuek kuek ,tadi masa makan itik saja tanya loghat nismilan woi itik ekau kuek makan eh kuek kuek kuek
-1,kamu salah able ,salah able
-1,bukan nak kata apalah tapi pakwe kau sanjung mak kau datang sini tanya makan minum kau kau layan mcm nak tanak je haih sedih aku tengok,bukan nak kata apa pakwe sanjung ibu datang sini tanya makan minum layan macam nak tanak je haih sedih jenguk
1,kalo kamu sayang sama aku kamu pasti tau apa yang aku rasakan ' ,kalau sayang sama tahu apa rasa
0,tengok anak buah aku gais ,jenguk anak buah gais
1,aku siap mas ,siap mas
1,thank you sistur doakan kejayaan aku ,thank you sistur doa jaya
1,aslian aku ngebayanginnya ketawa trus wkwkwk,asli ngebayanginnya ketawa terus wkwkwk
0,sabar ya maas kalo kamu jelle mainnya hari ini ,sabar iya maas kalau jelle main hari
0,bayarnya sendiri ongkir ditanggung sendiri kirimnya ya kerumah sendiri grup hemat itu isti ,bayar sendiri ongkos kirim tanggung sendiri kirim iya rumah sendiri grup hemat isti
1,jika kamu ingin seseorang percaya padamu hal pertama yg harus dilakukan adalah meyakinkan mereka bahwa kamu mempercayai mereka ,orang percaya pada pertama harus laku yakin bahwa percaya
0,tadi beli burger pakcik tu bagi diskaun sebab dia kata aku comel pftf,tadi beli burger pakcik bagi diskaun kata comel pftf
0,tidak mau melewatkan kisahklasiktrans7 tapi masih dijalan nanti malam ikuti livetreaming kita saja pastikan kam ,mau lewat kisahklasiktrans masih jalan malam ikut livetreaming saja pasti
-1,aku keje mcm nk mampos kau buat aku mcm gini eh ,keje macam nk mampos buat macam begini eh
